,X1,lastName,firstName,Date,Period,School,Sport,proportion_male,proportion_female,gender,schoolAddress,websiteAddress
1226,6272,Steiner,Vanessa,2018-2019,Aug 2016 - ,Duquesne University,Men's Tennis,0.0037,0.9963,female,"Administration Bldg 600 Forbes Ave, Pittsburgh, PA 15282",www.duq.edu
1227,822,Buford,C.C.,2018-2019,Jun 2019 - ,East Carolina University,Women's Golf,,,female,"East 5th Street, Greenville, NC 27858-4353",www.ecu.edu
1228,1680,Dooley,Joe,2018-2019,May 2018 - ,East Carolina University,Men's Basketball,0.9745,0.0255,male,"East 5th Street, Greenville, NC 27858-4353",www.ecu.edu
1229,2396,Godwin,Cliff,2018-2019,Jul 2014 - ,East Carolina University,Baseball,1,0,male,"East 5th Street, Greenville, NC 27858-4353",www.ecu.edu
1230,2638,Hamilton,Jason,2018-2019,Feb 2018 - ,East Carolina University,Women's Soccer,0.9948,0.0052,male,"East 5th Street, Greenville, NC 27858-4353",www.ecu.edu
1231,2814,Heinchon,Shawn,2018-2019,Aug 2005 - ,East Carolina University,Men's Tennis,0.8949,0.1051,male,"East 5th Street, Greenville, NC 27858-4353",www.ecu.edu
1232,3035,Houston,Mike,2018-2019,Feb 2019 - ,East Carolina University,Football,0.9966,0.0034,male,"East 5th Street, Greenville, NC 27858-4353",www.ecu.edu
1233,3179,Jabs,Matthew,2018-2019,Aug 2017 - ,East Carolina University,Men's Swimming and Diving,0.9962,0.0038,male,"East 5th Street, Greenville, NC 27858-4353",www.ecu.edu
1234,3180,Jabs,Matthew,2018-2019,Aug 2017 - ,East Carolina University,Women's Swimming and Diving,0.9962,0.0038,male,"East 5th Street, Greenville, NC 27858-4353",www.ecu.edu
1235,3621,Kraft,Curt,2018-2019,Aug 2008 - ,East Carolina University,"Men's Track, Indoor",1,0,male,"East 5th Street, Greenville, NC 27858-4353",www.ecu.edu
1236,3622,Kraft,Curt,2018-2019,Aug 2008 - ,East Carolina University,Men's Cross Country,1,0,male,"East 5th Street, Greenville, NC 27858-4353",www.ecu.edu
1237,3623,Kraft,Curt,2018-2019,Sep 2005 - ,East Carolina University,"Women's Track, Outdoor",1,0,male,"East 5th Street, Greenville, NC 27858-4353",www.ecu.edu
1238,3624,Kraft,Curt,2018-2019,Aug 2008 - ,East Carolina University,"Men's Track, Outdoor",1,0,male,"East 5th Street, Greenville, NC 27858-4353",www.ecu.edu
1239,3625,Kraft,Curt,2018-2019,Sep 2005 - ,East Carolina University,"Women's Track, Indoor",1,0,male,"East 5th Street, Greenville, NC 27858-4353",www.ecu.edu
1240,3626,Kraft,Curt,2018-2019,Sep 2005 - ,East Carolina University,Women's Cross Country,1,0,male,"East 5th Street, Greenville, NC 27858-4353",www.ecu.edu
1241,4025,Macy,Heather,2018-2019,Jun 2010 - Nov 2018,East Carolina University,Women's Basketball,0.0027,0.9973,female,"East 5th Street, Greenville, NC 27858-4353",www.ecu.edu
1242,4339,McNeill,Kim,2018-2019,May 2019 - ,East Carolina University,Women's Basketball,0.1546,0.8454,female,"East 5th Street, Greenville, NC 27858-4353",www.ecu.edu
1243,4535,Montgomery,Scottie,2018-2019,Feb 2016 - Feb 2019,East Carolina University,Football,0.8816,0.1184,male,"East 5th Street, Greenville, NC 27858-4353",www.ecu.edu
1244,4551,Moore,Amanda,2018-2019,Sep 2017 - ,East Carolina University,Women's Lacrosse,0.0026,0.9974,female,"East 5th Street, Greenville, NC 27858-4353",www.ecu.edu
1245,4601,Morris,Tom,2018-2019,Feb 1998 - May 2020,East Carolina University,Women's Tennis,0.9969,0.0031,male,"East 5th Street, Greenville, NC 27858-4353",www.ecu.edu
1246,4900,Oliver,Courtney,2018-2019,Jul 2015 - ,East Carolina University,Softball,0.0723,0.9277,female,"East 5th Street, Greenville, NC 27858-4353",www.ecu.edu
1247,5750,Sapp,Andrew,2018-2019,Aug 2017 - ,East Carolina University,Men's Golf,0.996,0.004,male,"East 5th Street, Greenville, NC 27858-4353",www.ecu.edu
1248,6607,Torbett,Julie,2018-2019,Mar 2013 - Apr 2020,East Carolina University,Women's Volleyball,0.0027,0.9973,female,"East 5th Street, Greenville, NC 27858-4353",www.ecu.edu
1249,7101,Williams,Kevin,2018-2019,Aug 2007 - Jun 2019,East Carolina University,Women's Golf,0.9951,0.0049,male,"East 5th Street, Greenville, NC 27858-4353",www.ecu.edu
1250,108,Amos,Jake,2018-2019,Jul 2019 - ,East Tennessee State University,Men's Golf,0.9979,0.0021,male,"1276 Gilbreath Drive, Johnson City, TN 37614",www.etsu.edu
1251,1009,Casper,David,2018-2019,May 2018 - ,East Tennessee State University,Men's Soccer,0.9963,0.0037,male,"1276 Gilbreath Drive, Johnson City, TN 37614",www.etsu.edu
1252,1605,Devine,Lindsey,2018-2019,Aug 2003 - Feb 2019,East Tennessee State University,Women's Volleyball,0.0361,0.9639,female,"1276 Gilbreath Drive, Johnson City, TN 37614",www.etsu.edu
1253,1941,Ezell,Britney,2018-2019,Jun 2013 - Apr 2021,East Tennessee State University,Women's Basketball,0.0023,0.9977,female,"1276 Gilbreath Drive, Johnson City, TN 37614",www.etsu.edu
1254,2099,Forbes,Steve,2018-2019,Apr 2015 - Jun 2020,East Tennessee State University,Men's Basketball,0.9961,0.0039,male,"1276 Gilbreath Drive, Johnson City, TN 37614",www.etsu.edu
1255,3172,Irwin,Brad,2018-2019,Aug 2010 - ,East Tennessee State University,Softball,0.997,0.003,male,"1276 Gilbreath Drive, Johnson City, TN 37614",www.etsu.edu
1256,3225,Jenkins,Benavia,2018-2019,Feb 2019 - ,East Tennessee State University,Women's Volleyball,,,female,"1276 Gilbreath Drive, Johnson City, TN 37614",www.etsu.edu
1257,5066,Pennucci,Joe,2018-2019,Aug 2017 - ,East Tennessee State University,Baseball,0.9745,0.0255,male,"1276 Gilbreath Drive, Johnson City, TN 37614",www.etsu.edu
1258,5611,Rojas,Ricardo,2018-2019,Jul 2017 - ,East Tennessee State University,Women's Tennis,0.9942,0.0058,male,"1276 Gilbreath Drive, Johnson City, TN 37614",www.etsu.edu
1259,5728,Sanders,Randy,2018-2019,Feb 2018 - ,East Tennessee State University,Football,0.9841,0.0159,male,"1276 Gilbreath Drive, Johnson City, TN 37614",www.etsu.edu
1260,5780,Sayers,Adam,2018-2019,Mar 2011 - Jul 2020,East Tennessee State University,Women's Soccer,0.9959,0.0041,male,"1276 Gilbreath Drive, Johnson City, TN 37614",www.etsu.edu
1261,5965,Shelton,Stefanie,2018-2019,Aug 2003 - ,East Tennessee State University,Women's Golf,0.0011,0.9989,female,"1276 Gilbreath Drive, Johnson City, TN 37614",www.etsu.edu
1262,6315,Stiegwardt,Martin,2018-2019,Jul 2017 - ,East Tennessee State University,Men's Tennis,0.995,0.005,male,"1276 Gilbreath Drive, Johnson City, TN 37614",www.etsu.edu
1263,6893,Warren,Fred,2018-2019,Aug 2003 - Jul 2019,East Tennessee State University,Men's Golf,0.9952,0.0048,male,"1276 Gilbreath Drive, Johnson City, TN 37614",www.etsu.edu
1264,6925,Watts,George,2018-2019,Sep 2012 - ,East Tennessee State University,Men's Cross Country,0.9932,0.0068,male,"1276 Gilbreath Drive, Johnson City, TN 37614",www.etsu.edu
1265,6926,Watts,George,2018-2019,Sep 2012 - ,East Tennessee State University,"Men's Track, Outdoor",0.9932,0.0068,male,"1276 Gilbreath Drive, Johnson City, TN 37614",www.etsu.edu
1266,6927,Watts,George,2018-2019,Sep 2012 - ,East Tennessee State University,"Men's Track, Indoor",0.9932,0.0068,male,"1276 Gilbreath Drive, Johnson City, TN 37614",www.etsu.edu
1267,6928,Watts,George,2018-2019,Sep 2012 - ,East Tennessee State University,"Women's Track, Indoor",0.9932,0.0068,male,"1276 Gilbreath Drive, Johnson City, TN 37614",www.etsu.edu
1268,6929,Watts,George,2018-2019,Sep 2012 - ,East Tennessee State University,"Women's Track, Outdoor",0.9932,0.0068,male,"1276 Gilbreath Drive, Johnson City, TN 37614",www.etsu.edu
1269,6930,Watts,George,2018-2019,Sep 2012 - ,East Tennessee State University,Women's Cross Country,0.9932,0.0068,male,"1276 Gilbreath Drive, Johnson City, TN 37614",www.etsu.edu
1270,80,Allen,Julie,2018-2019,Nov 2018 - Jan 2020,Eastern Illinois University,Women's Volleyball,0.0027,0.9973,female,"600 Lincoln Avenue, Charleston, IL 61920",https://www.eiu.edu/
1271,134,Anderson,Jason,2018-2019,Aug 2015 - ,Eastern Illinois University,Baseball,0.9948,0.0052,male,"600 Lincoln Avenue, Charleston, IL 61920",https://www.eiu.edu/
1272,574,Bollant,Matt,2018-2019,May 2017 - ,Eastern Illinois University,Women's Basketball,0.9997,0.0003,male,"600 Lincoln Avenue, Charleston, IL 61920",https://www.eiu.edu/
1273,1419,Cushing,Adam,2018-2019,Feb 2019 - ,Eastern Illinois University,Football,0.9959,0.0041,male,"600 Lincoln Avenue, Charleston, IL 61920",https://www.eiu.edu/
1274,1454,Dameron,Kim,2018-2019,Feb 2014 - Feb 2019,Eastern Illinois University,Football,0.1546,0.8454,female,"600 Lincoln Avenue, Charleston, IL 61920",https://www.eiu.edu/
1275,1860,Emanuel,Brenton,2018-2019,Jul 2018 - ,Eastern Illinois University,"Women's Track, Indoor",0.9986,0.0014,male,"600 Lincoln Avenue, Charleston, IL 61920",https://www.eiu.edu/
1276,1861,Emanuel,Brenton,2018-2019,Jul 2018 - ,Eastern Illinois University,"Men's Track, Outdoor",0.9986,0.0014,male,"600 Lincoln Avenue, Charleston, IL 61920",https://www.eiu.edu/
1277,1862,Emanuel,Brenton,2018-2019,Jul 2018 - ,Eastern Illinois University,"Women's Track, Outdoor",0.9986,0.0014,male,"600 Lincoln Avenue, Charleston, IL 61920",https://www.eiu.edu/
1278,1863,Emanuel,Brenton,2018-2019,Jul 2018 - ,Eastern Illinois University,"Women's Track, Indoor",0.9986,0.0014,male,"600 Lincoln Avenue, Charleston, IL 61920",https://www.eiu.edu/
1279,1864,Emanuel,Brenton,2018-2019,Jul 2018 - ,Eastern Illinois University,"Men's Track, Indoor",0.9986,0.0014,male,"600 Lincoln Avenue, Charleston, IL 61920",https://www.eiu.edu/
1280,3046,Howarth,Erin,2018-2019,Sep 2010 - ,Eastern Illinois University,Men's Cross Country,0.0267,0.9733,female,"600 Lincoln Avenue, Charleston, IL 61920",https://www.eiu.edu/
1281,3047,Howarth,Erin,2018-2019,Sep 2010 - ,Eastern Illinois University,Women's Cross Country,0.0267,0.9733,female,"600 Lincoln Avenue, Charleston, IL 61920",https://www.eiu.edu/
1282,3496,Kercheval,Sam,2018-2019,Sep 2015 - Nov 2018,Eastern Illinois University,Men's Tennis,0.9872,0.0128,male,"600 Lincoln Avenue, Charleston, IL 61920",https://www.eiu.edu/
1283,3497,Kercheval,Sam,2018-2019,Sep 2017 - Sep 2018,Eastern Illinois University,Women's Tennis,0.9872,0.0128,male,"600 Lincoln Avenue, Charleston, IL 61920",https://www.eiu.edu/
1284,3767,Lara,Ricardo,2018-2019,Apr 2015 - Mar 2020,Eastern Illinois University,Men's Soccer,0.9942,0.0058,male,"600 Lincoln Avenue, Charleston, IL 61920",https://www.eiu.edu/
1285,3768,Lara,Ricardo,2018-2019,Apr 2016 - Nov 2018,Eastern Illinois University,Women's Soccer,0.9942,0.0058,male,"600 Lincoln Avenue, Charleston, IL 61920",https://www.eiu.edu/
1286,4409,Michalski,Jacqueline,2018-2019,Oct 2014 - Jul 2019,Eastern Illinois University,Women's Swimming and Diving,0.0032,0.9968,female,"600 Lincoln Avenue, Charleston, IL 61920",https://www.eiu.edu/
1287,4410,Michalski,Jacqueline,2018-2019,Oct 2014 - Jul 2019,Eastern Illinois University,Men's Swimming and Diving,0.0032,0.9968,female,"600 Lincoln Avenue, Charleston, IL 61920",https://www.eiu.edu/
1288,4525,Moncel,Mike,2018-2019,Aug 2003 - ,Eastern Illinois University,Men's Golf,0.9966,0.0034,male,"600 Lincoln Avenue, Charleston, IL 61920",https://www.eiu.edu/
1289,4526,Moncel,Mike,2018-2019,Aug 2003 - ,Eastern Illinois University,Women's Golf,0.9966,0.0034,male,"600 Lincoln Avenue, Charleston, IL 61920",https://www.eiu.edu/
1290,5003,Patel,Dipen,2018-2019,Feb 2018 - Nov 2018,Eastern Illinois University,Women's Volleyball,,,male,"600 Lincoln Avenue, Charleston, IL 61920",https://www.eiu.edu/
1291,5200,Plant,Jake,2018-2019,Nov 2018 - ,Eastern Illinois University,Women's Soccer,0.9979,0.0021,male,"600 Lincoln Avenue, Charleston, IL 61920",https://www.eiu.edu/
1292,5841,Schuette,Kim,2018-2019,Sep 2016 - Aug 2019,Eastern Illinois University,Softball,0.1546,0.8454,female,"600 Lincoln Avenue, Charleston, IL 61920",https://www.eiu.edu/
1293,6200,Spoonhour,Jay,2018-2019,May 2012 - ,Eastern Illinois University,Men's Basketball,0.9875,0.0125,male,"600 Lincoln Avenue, Charleston, IL 61920",https://www.eiu.edu/
1294,6597,Tolson,Chris,2018-2019,Nov 2018 - ,Eastern Illinois University,Men's Tennis,0.8507,0.1493,male,"600 Lincoln Avenue, Charleston, IL 61920",https://www.eiu.edu/
1295,6598,Tolson,Chris,2018-2019,Sep 2018 - ,Eastern Illinois University,Women's Tennis,0.8507,0.1493,male,"600 Lincoln Avenue, Charleston, IL 61920",https://www.eiu.edu/
1296,343,Bazzani,Johnna,2018-2019,Feb 2019 - ,Eastern Kentucky University,Women's Volleyball,0,1,female,"521 Lancaster Ave, Richmond, KY 40475-3102",www.eku.edu
1297,344,Bazzani,Johnna,2018-2019,Feb 2019 - ,Eastern Kentucky University,Women's Beach Volleyball,0,1,female,"521 Lancaster Ave, Richmond, KY 40475-3102",www.eku.edu
1298,1306,Cosinuke,Matt,2018-2019,Aug 2019 - ,Eastern Kentucky University,Women's Soccer,,,male,"521 Lancaster Ave, Richmond, KY 40475-3102",www.eku.edu
1299,1763,Duncan,Lori,2018-2019,Apr 1998 - Feb 2019,Eastern Kentucky University,Women's Volleyball,0.0024,0.9976,female,"521 Lancaster Ave, Richmond, KY 40475-3102",www.eku.edu
1300,1764,Duncan,Lori,2018-2019,Sep 2018 - Feb 2019,Eastern Kentucky University,Women's Beach Volleyball,0.0024,0.9976,female,"521 Lancaster Ave, Richmond, KY 40475-3102",www.eku.edu
1301,1824,Elder,Mark,2018-2019,Jan 2016 - Jan 2020,Eastern Kentucky University,Football,0.9967,0.0033,male,"521 Lancaster Ave, Richmond, KY 40475-3102",www.eku.edu
1302,1889,Erdmann,Cory,2018-2019,Aug 2018 - ,Eastern Kentucky University,Women's Cross Country,0.9478,0.0522,male,"521 Lancaster Ave, Richmond, KY 40475-3102",www.eku.edu
1303,1890,Erdmann,Cory,2018-2019,Aug 2018 - ,Eastern Kentucky University,"Men's Track, Indoor",0.9478,0.0522,male,"521 Lancaster Ave, Richmond, KY 40475-3102",www.eku.edu
1304,1891,Erdmann,Cory,2018-2019,Aug 2018 - ,Eastern Kentucky University,"Women's Track, Outdoor",0.9478,0.0522,male,"521 Lancaster Ave, Richmond, KY 40475-3102",www.eku.edu
1305,1892,Erdmann,Cory,2018-2019,Aug 2018 - ,Eastern Kentucky University,Men's Cross Country,0.9478,0.0522,male,"521 Lancaster Ave, Richmond, KY 40475-3102",www.eku.edu
1306,1893,Erdmann,Cory,2018-2019,Aug 2018 - ,Eastern Kentucky University,"Women's Track, Indoor",0.9478,0.0522,male,"521 Lancaster Ave, Richmond, KY 40475-3102",www.eku.edu
1307,1894,Erdmann,Cory,2018-2019,Aug 2018 - ,Eastern Kentucky University,"Men's Track, Outdoor",0.9478,0.0522,male,"521 Lancaster Ave, Richmond, KY 40475-3102",www.eku.edu
1308,2061,Flohre,Nick,2018-2019,Jan 2016 - Aug 2019,Eastern Kentucky University,Women's Soccer,0.998,0.002,male,"521 Lancaster Ave, Richmond, KY 40475-3102",www.eku.edu
1309,2629,Hamilton,A.W.,2018-2019,Apr 2018 - ,Eastern Kentucky University,Men's Basketball,,,male,"521 Lancaster Ave, Richmond, KY 40475-3102",www.eku.edu
1310,4566,Moore,Mandy,2018-2019,Oct 2018 - ,Eastern Kentucky University,Women's Golf,0.0034,0.9966,female,"521 Lancaster Ave, Richmond, KY 40475-3102",www.eku.edu
1311,5550,Roberts,Chrissy,2018-2019,Jul 2008 - May 2019,Eastern Kentucky University,Women's Basketball,0,1,female,"521 Lancaster Ave, Richmond, KY 40475-3102",www.eku.edu
1312,6280,Stephens,Pat,2018-2019,Jul 1997 - Sep 2018,Eastern Kentucky University,Men's Golf,0.3592,0.6408,female,"521 Lancaster Ave, Richmond, KY 40475-3102",www.eku.edu
1313,6532,Thompson,Edwin,2018-2019,Aug 2015 - Oct 2020,Eastern Kentucky University,Baseball,0.9949,0.0051,male,"521 Lancaster Ave, Richmond, KY 40475-3102",www.eku.edu
1314,7045,Whitson,Mike,2018-2019,Sep 2018 - ,Eastern Kentucky University,Men's Golf,0.9966,0.0034,male,"521 Lancaster Ave, Richmond, KY 40475-3102",www.eku.edu
1315,7046,Whitson,Mike,2018-2019,Sep 2010 - Sep 2018,Eastern Kentucky University,Women's Golf,0.9966,0.0034,male,"521 Lancaster Ave, Richmond, KY 40475-3102",www.eku.edu
1316,7111,Williams,Samantha,2018-2019,May 2019 - ,Eastern Kentucky University,Women's Basketball,0.002,0.998,female,"521 Lancaster Ave, Richmond, KY 40475-3102",www.eku.edu
1317,7216,Worthington,Jane,2018-2019,Sep 1991 - ,Eastern Kentucky University,Softball,0.0029,0.9971,female,"521 Lancaster Ave, Richmond, KY 40475-3102",www.eku.edu
1318,1015,Castro,Fred,2018-2019,May 2016 - ,Eastern Michigan University,Women's Basketball,0.9952,0.0048,male,"401 Pierce Hall, Ypsilanti, MI 48197",www.emich.edu
1319,1344,Creighton,Chris,2018-2019,Jan 2014 - ,Eastern Michigan University,Football,0.8507,0.1493,male,"401 Pierce Hall, Ypsilanti, MI 48197",www.emich.edu
1320,1392,Cunningham,Bruce,2018-2019,Aug 2003 - ,Eastern Michigan University,Men's Golf,0.9965,0.0035,male,"401 Pierce Hall, Ypsilanti, MI 48197",www.emich.edu
1321,1698,Dorton,Darcy,2018-2019,Mar 2019 - ,Eastern Michigan University,Women's Volleyball,0.1009,0.8991,female,"401 Pierce Hall, Ypsilanti, MI 48197",www.emich.edu
1322,2425,Goodridge,John,2018-2019,Aug 2010 - Nov 2020,Eastern Michigan University,"Men's Track, Outdoor",0.9961,0.0039,male,"401 Pierce Hall, Ypsilanti, MI 48197",www.emich.edu
1323,2426,Goodridge,John,2018-2019,Aug 2010 - Nov 2020,Eastern Michigan University,Men's Cross Country,0.9961,0.0039,male,"401 Pierce Hall, Ypsilanti, MI 48197",www.emich.edu
1324,2427,Goodridge,John,2018-2019,Aug 2010 - Nov 2020,Eastern Michigan University,"Men's Track, Indoor",0.9961,0.0039,male,"401 Pierce Hall, Ypsilanti, MI 48197",www.emich.edu
1325,2608,Hall,Scott,2018-2019,Aug 2003 - ,Eastern Michigan University,Women's Soccer,0.9964,0.0036,male,"401 Pierce Hall, Ypsilanti, MI 48197",www.emich.edu
1326,3242,Jennings,Stephanie,2018-2019,Oct 2018 - ,Eastern Michigan University,Women's Golf,0.0034,0.9966,female,"401 Pierce Hall, Ypsilanti, MI 48197",www.emich.edu
1327,3896,Linn,Peter,2018-2019,Aug 2003 - Sep 2019,Eastern Michigan University,Women's Swimming and Diving,0.9966,0.0034,male,"401 Pierce Hall, Ypsilanti, MI 48197",www.emich.edu
1328,4488,Minasola,Katie,2018-2019,Sep 2017 - ,Eastern Michigan University,Women's Gymnastics,0.002,0.998,female,"401 Pierce Hall, Ypsilanti, MI 48197",www.emich.edu
1329,4667,Murphy,Rob,2018-2019,May 2011 - ,Eastern Michigan University,Men's Basketball,1,0,male,"401 Pierce Hall, Ypsilanti, MI 48197",www.emich.edu
1330,4915,Olson,Kimi,2018-2019,Mar 2015 - Feb 2019,Eastern Michigan University,Women's Volleyball,0.0067,0.9933,female,"401 Pierce Hall, Ypsilanti, MI 48197",www.emich.edu
1331,4987,Parks,Sue,2018-2019,Sep 2006 - ,Eastern Michigan University,Women's Cross Country,0.0037,0.9963,female,"401 Pierce Hall, Ypsilanti, MI 48197",www.emich.edu
1332,4988,Parks,Sue,2018-2019,Sep 2006 - ,Eastern Michigan University,"Women's Track, Indoor",0.0037,0.9963,female,"401 Pierce Hall, Ypsilanti, MI 48197",www.emich.edu
1333,4989,Parks,Sue,2018-2019,Sep 2006 - ,Eastern Michigan University,"Women's Track, Outdoor",0.0037,0.9963,female,"401 Pierce Hall, Ypsilanti, MI 48197",www.emich.edu
1334,5627,Roof,Eric,2018-2019,Feb 2018 - ,Eastern Michigan University,Baseball,0.9947,0.0053,male,"401 Pierce Hall, Ypsilanti, MI 48197",www.emich.edu
1335,5776,Savage,Kemp,2018-2019,Aug 2014 - ,Eastern Michigan University,Women's Rowing,1,0,male,"401 Pierce Hall, Ypsilanti, MI 48197",www.emich.edu
1336,458,Best,Aaron,2018-2019,Dec 2016 - ,Eastern Washington University,Football,0.9918,0.0082,male,"526 5th Street, Cheney, WA 99004-2496",www.ewu.edu
1337,557,Bodnar,Chad,2018-2019,Feb 2014 - ,Eastern Washington University,Women's Soccer,0.9954,0.0046,male,"526 5th Street, Cheney, WA 99004-2496",www.ewu.edu
1338,1134,Clark,Steve,2018-2019,Sep 2014 - Oct 2019,Eastern Washington University,Men's Tennis,0.9961,0.0039,male,"526 5th Street, Cheney, WA 99004-2496",www.ewu.edu
1339,2072,Flores-Cloud,Leslie,2018-2019,Jul 2018 - ,Eastern Washington University,Women's Volleyball,0.2222,0.7778,female,"526 5th Street, Cheney, WA 99004-2496",www.ewu.edu
1340,2923,Hinson,Dustin,2018-2019,Oct 2014 - ,Eastern Washington University,Women's Tennis,0.9928,0.0072,male,"526 5th Street, Cheney, WA 99004-2496",www.ewu.edu
1341,3048,Howe,Brenda,2018-2019,Sep 2009 - ,Eastern Washington University,Women's Golf,0.0033,0.9967,female,"526 5th Street, Cheney, WA 99004-2496",www.ewu.edu
1342,3505,Kerr,Stan,2018-2019,Aug 2003 - ,Eastern Washington University,"Men's Track, Outdoor",1,0,male,"526 5th Street, Cheney, WA 99004-2496",www.ewu.edu
1343,3506,Kerr,Stan,2018-2019,Aug 2003 - ,Eastern Washington University,"Men's Track, Indoor",1,0,male,"526 5th Street, Cheney, WA 99004-2496",www.ewu.edu
1344,3837,Legans,Shantay,2018-2019,Mar 2017 - ,Eastern Washington University,Men's Basketball,0,1,female,"526 5th Street, Cheney, WA 99004-2496",www.ewu.edu
1345,4354,Mecklenburg,Marcia,2018-2019,Oct 1995 - ,Eastern Washington University,"Women's Track, Outdoor",0.0021,0.9979,female,"526 5th Street, Cheney, WA 99004-2496",www.ewu.edu
1346,4355,Mecklenburg,Marcia,2018-2019,Oct 1995 - ,Eastern Washington University,"Women's Track, Indoor",0.0021,0.9979,female,"526 5th Street, Cheney, WA 99004-2496",www.ewu.edu
1347,5382,Read,Samuel,2018-2019,Aug 2018 - ,Eastern Washington University,Men's Cross Country,0.9958,0.0042,male,"526 5th Street, Cheney, WA 99004-2496",www.ewu.edu
1348,5383,Read,Samuel,2018-2019,Aug 2018 - ,Eastern Washington University,Women's Cross Country,0.9958,0.0042,male,"526 5th Street, Cheney, WA 99004-2496",www.ewu.edu
1349,5843,Schuller,Wendy,2018-2019,Jun 2001 - ,Eastern Washington University,Women's Basketball,0.0035,0.9965,female,"526 5th Street, Cheney, WA 99004-2496",www.ewu.edu
