,Unnamed: 0,X1,lastName,firstName,Date,Period,School,Sport,proportion_male,proportion_female,gender,schoolAddress,websiteAddress,Latitude,Longitude
2641,2641,1717,Drenth,Walt,2018-2019,Aug 2006 - ,Michigan State University,Men's Cross Country,1.0,0.0,male,"East Lansing, MI 48824-1046",https://www.msu.edu,42.729460000000074,-84.48040999999995
2642,2642,1718,Drenth,Walt,2018-2019,Jul 2006 - ,Michigan State University,"Women's Track, Indoor",1.0,0.0,male,"East Lansing, MI 48824-1046",https://www.msu.edu,42.729460000000074,-84.48040999999995
2643,2643,1719,Drenth,Walt,2018-2019,Aug 2006 - ,Michigan State University,"Men's Track, Indoor",1.0,0.0,male,"East Lansing, MI 48824-1046",https://www.msu.edu,42.729460000000074,-84.48040999999995
2644,2644,2303,George,Cathy,2018-2019,Aug 2004 - ,Michigan State University,Women's Volleyball,0.0019,0.9981,female,"East Lansing, MI 48824-1046",https://www.msu.edu,42.729460000000074,-84.48040999999995
2645,2645,2322,Gianiodis,Matt,2018-2019,Aug 2003 - ,Michigan State University,Men's Swimming and Diving,0.9997,0.0003,male,"East Lansing, MI 48824-1046",https://www.msu.edu,42.729460000000074,-84.48040999999995
2646,2646,2323,Gianiodis,Matt,2018-2019,Aug 2003 - ,Michigan State University,Women's Swimming and Diving,0.9997,0.0003,male,"East Lansing, MI 48824-1046",https://www.msu.edu,42.729460000000074,-84.48040999999995
2647,2647,3176,Izzo,Tom,2018-2019,Aug 1996 - ,Michigan State University,Men's Basketball,0.9969,0.0031,male,"East Lansing, MI 48824-1046",https://www.msu.edu,42.729460000000074,-84.48040999999995
2648,2648,3374,Joseph,Jacquie,2018-2019,Aug 2003 - ,Michigan State University,Softball,0.0,1.0,female,"East Lansing, MI 48824-1046",https://www.msu.edu,42.729460000000074,-84.48040999999995
2649,2649,3586,Knull,Helen,2018-2019,Feb 2011 - ,Michigan State University,Field Hockey,0.0037,0.9963,female,"East Lansing, MI 48824-1046",https://www.msu.edu,42.729460000000074,-84.48040999999995
2650,2650,3960,Lubahn,Casey,2018-2019,Aug 2011 - ,Michigan State University,Men's Golf,0.575,0.425,male,"East Lansing, MI 48824-1046",https://www.msu.edu,42.729460000000074,-84.48040999999995
2651,2651,4385,Merchant,Suzy,2018-2019,May 2007 - ,Michigan State University,Women's Basketball,0.0,1.0,female,"East Lansing, MI 48824-1046",https://www.msu.edu,42.729460000000074,-84.48040999999995
2652,2652,4938,Orlando,Gene,2018-2019,Aug 2003 - ,Michigan State University,Men's Tennis,0.9704,0.0296,male,"East Lansing, MI 48824-1046",https://www.msu.edu,42.729460000000074,-84.48040999999995
2653,2653,5443,Rensing,Damon,2018-2019,Feb 2009 - ,Michigan State University,Men's Soccer,0.9943,0.0057,male,"East Lansing, MI 48824-1046",https://www.msu.edu,42.729460000000074,-84.48040999999995
2654,2654,5666,Rowe,Mike,2018-2019,Aug 2017 - ,Michigan State University,Women's Gymnastics,0.9966,0.0034,male,"East Lansing, MI 48824-1046",https://www.msu.edu,42.729460000000074,-84.48040999999995
2655,2655,5779,Saxton,Tom,2018-2019,Aug 2003 - ,Michigan State University,Women's Soccer,0.9969,0.0031,male,"East Lansing, MI 48824-1046",https://www.msu.edu,42.729460000000074,-84.48040999999995
2656,2656,6047,Slobodnik-Stoll,Stacy,2018-2019,Aug 2003 - ,Michigan State University,Women's Golf,0.1099,0.8901,female,"East Lansing, MI 48824-1046",https://www.msu.edu,42.729460000000074,-84.48040999999995
2657,2657,6973,Weise,Matt,2018-2019,Aug 2004 - Oct 2019,Michigan State University,Women's Rowing,0.9997,0.0003,male,"East Lansing, MI 48824-1046",https://www.msu.edu,42.729460000000074,-84.48040999999995
2658,2658,5944,Shawhan,Joe,2018-2019,Jul 2017 - ,Michigan Technological University,Men's Ice Hockey,0.9745,0.0255,male,"1400 Townsend Drive, Houghton, MI 49931-1295",https://www.mtu.edu,47.119030000000066,-88.55140999999998
2659,2659,22,Adams,Christy,2018-2019,Feb 2008 - ,Middle Tennessee State University,Women's Golf,0.0128,0.9872,female,"1301 East Main Street, Murfreesboro, TN 37132",www.mtsu.edu,35.843810000000076,-86.37061999999997
2660,2660,224,Bailey-Duvall,Tayo,2018-2019,Sep 2018 - ,Middle Tennessee State University,Women's Tennis,1.0,0.0,male,"1301 East Main Street, Murfreesboro, TN 37132",www.mtsu.edu,35.843810000000076,-86.37061999999997
2661,2661,601,Borendame,Jimmy,2018-2019,Sep 2010 - ,Middle Tennessee State University,Men's Tennis,0.9928,0.0072,male,"1301 East Main Street, Murfreesboro, TN 37132",www.mtsu.edu,35.843810000000076,-86.37061999999997
2662,2662,690,Breeden,Jeff,2018-2019,Aug 2012 - ,Middle Tennessee State University,Softball,0.9977,0.0023,male,"1301 East Main Street, Murfreesboro, TN 37132",www.mtsu.edu,35.843810000000076,-86.37061999999997
2663,2663,1341,Crawford,Chuck,2018-2019,Feb 2017 - ,Middle Tennessee State University,Women's Volleyball,0.9997,0.0003,male,"1301 East Main Street, Murfreesboro, TN 37132",www.mtsu.edu,35.843810000000076,-86.37061999999997
2664,2664,2761,Hayes,Dean A.,2018-2019,Aug 2003 - ,Middle Tennessee State University,"Women's Track, Indoor",,,male,"1301 East Main Street, Murfreesboro, TN 37132",www.mtsu.edu,35.843810000000076,-86.37061999999997
2665,2665,2762,Hayes,Dean A.,2018-2019,Aug 2003 - ,Middle Tennessee State University,"Men's Track, Outdoor",,,male,"1301 East Main Street, Murfreesboro, TN 37132",www.mtsu.edu,35.843810000000076,-86.37061999999997
2666,2666,2763,Hayes,Dean A.,2018-2019,Aug 2003 - ,Middle Tennessee State University,"Women's Track, Outdoor",,,male,"1301 East Main Street, Murfreesboro, TN 37132",www.mtsu.edu,35.843810000000076,-86.37061999999997
2667,2667,2764,Hayes,Dean A.,2018-2019,Aug 2003 - ,Middle Tennessee State University,Men's Cross Country,,,male,"1301 East Main Street, Murfreesboro, TN 37132",www.mtsu.edu,35.843810000000076,-86.37061999999997
2668,2668,2765,Hayes,Dean A.,2018-2019,Aug 2003 - ,Middle Tennessee State University,"Men's Track, Indoor",,,male,"1301 East Main Street, Murfreesboro, TN 37132",www.mtsu.edu,35.843810000000076,-86.37061999999997
2669,2669,2766,Hayes,Dean A.,2018-2019,Aug 2003 - ,Middle Tennessee State University,Women's Cross Country,,,male,"1301 East Main Street, Murfreesboro, TN 37132",www.mtsu.edu,35.843810000000076,-86.37061999999997
2670,2670,3159,Insell,Rick,2018-2019,Aug 2005 - ,Middle Tennessee State University,Women's Basketball,0.9982,0.0018,male,"1301 East Main Street, Murfreesboro, TN 37132",www.mtsu.edu,35.843810000000076,-86.37061999999997
2671,2671,4255,McDevitt,Nick,2018-2019,Apr 2018 - ,Middle Tennessee State University,Men's Basketball,0.998,0.002,male,"1301 East Main Street, Murfreesboro, TN 37132",www.mtsu.edu,35.843810000000076,-86.37061999999997
2672,2672,4266,McEntire,Mark,2018-2019,Sep 2018 - ,Middle Tennessee State University,Men's Golf,0.9967,0.0033,male,"1301 East Main Street, Murfreesboro, TN 37132",www.mtsu.edu,35.843810000000076,-86.37061999999997
2673,2673,5463,Rhoden,Aston,2018-2019,Aug 2003 - ,Middle Tennessee State University,Women's Soccer,0.9095,0.0905,male,"1301 East Main Street, Murfreesboro, TN 37132",www.mtsu.edu,35.843810000000076,-86.37061999999997
2674,2674,6322,Stockstill,Rick,2018-2019,Jan 2006 - ,Middle Tennessee State University,Football,0.9982,0.0018,male,"1301 East Main Street, Murfreesboro, TN 37132",www.mtsu.edu,35.843810000000076,-86.37061999999997
2675,2675,6599,Toman,Jim,2018-2019,Jul 2018 - ,Middle Tennessee State University,Baseball,0.9966,0.0034,male,"1301 East Main Street, Murfreesboro, TN 37132",www.mtsu.edu,35.843810000000076,-86.37061999999997
2676,2676,2708,Harrington,John M.,2018-2019,Jun 2015 - ,"Minnesota State University, Mankato",Women's Ice Hockey,,,male,,,44.15208000000007,-93.99948999999998
2677,2677,2746,Hastings,Mike,2018-2019,May 2012 - ,"Minnesota State University, Mankato",Men's Ice Hockey,0.9966,0.0034,male,,,44.15208000000007,-93.99948999999998
2678,2678,113,Anagnost,Tom,2018-2019,Apr 2017 - Feb 2019,Mississippi State University,Women's Soccer,0.9969,0.0031,male,"Lee Boulevard, Mississippi State, MS 39762",https://www.msstate.edu,33.454090000000065,-88.79201999999998
2679,2679,175,Armstrong,James,2018-2019,Feb 2019 - ,Mississippi State University,Women's Soccer,0.9956,0.0044,male,"Lee Boulevard, Mississippi State, MS 39762",https://www.msstate.edu,33.454090000000065,-88.79201999999998
2680,2680,743,Brown Lemm,Ginger,2018-2019,Aug 2010 - Jan 2021,Mississippi State University,Women's Golf,0.0009,0.9991,female,"Lee Boulevard, Mississippi State, MS 39762",https://www.msstate.edu,33.454090000000065,-88.79201999999998
2681,2681,1469,Darty,Julie,2018-2019,Apr 2018 - ,Mississippi State University,Women's Volleyball,0.0027,0.9973,female,"Lee Boulevard, Mississippi State, MS 39762",https://www.msstate.edu,33.454090000000065,-88.79201999999998
2682,2682,1749,Dudley,Steve,2018-2019,Sep 2010 - Oct 2018,Mississippi State University,"Women's Track, Outdoor",0.9961,0.0039,male,"Lee Boulevard, Mississippi State, MS 39762",https://www.msstate.edu,33.454090000000065,-88.79201999999998
2683,2683,1750,Dudley,Steve,2018-2019,Sep 2010 - Oct 2018,Mississippi State University,"Men's Track, Indoor",0.9961,0.0039,male,"Lee Boulevard, Mississippi State, MS 39762",https://www.msstate.edu,33.454090000000065,-88.79201999999998
2684,2684,1751,Dudley,Steve,2018-2019,Sep 2010 - Oct 2018,Mississippi State University,Women's Cross Country,0.9961,0.0039,male,"Lee Boulevard, Mississippi State, MS 39762",https://www.msstate.edu,33.454090000000065,-88.79201999999998
2685,2685,1752,Dudley,Steve,2018-2019,Sep 2010 - Oct 2018,Mississippi State University,"Men's Track, Outdoor",0.9961,0.0039,male,"Lee Boulevard, Mississippi State, MS 39762",https://www.msstate.edu,33.454090000000065,-88.79201999999998
2686,2686,1753,Dudley,Steve,2018-2019,Sep 2010 - Oct 2018,Mississippi State University,"Women's Track, Indoor",0.9961,0.0039,male,"Lee Boulevard, Mississippi State, MS 39762",https://www.msstate.edu,33.454090000000065,-88.79201999999998
2687,2687,2494,Greenan,Daryl,2018-2019,Sep 2009 - ,Mississippi State University,Women's Tennis,0.9299,0.0701,male,"Lee Boulevard, Mississippi State, MS 39762",https://www.msstate.edu,33.454090000000065,-88.79201999999998
2688,2688,3052,Howland,Ben,2018-2019,Apr 2015 - ,Mississippi State University,Men's Basketball,0.996,0.004,male,"Lee Boulevard, Mississippi State, MS 39762",https://www.msstate.edu,33.454090000000065,-88.79201999999998
2689,2689,3851,Lemonis,Chris,2018-2019,Jul 2018 - ,Mississippi State University,Baseball,0.8507,0.1493,male,"Lee Boulevard, Mississippi State, MS 39762",https://www.msstate.edu,33.454090000000065,-88.79201999999998
2690,2690,4577,Moorhead,Joe,2018-2019,Dec 2017 - Feb 2020,Mississippi State University,Football,0.9745,0.0255,male,"Lee Boulevard, Mississippi State, MS 39762",https://www.msstate.edu,33.454090000000065,-88.79201999999998
2691,2691,5497,Ricketts,Samantha,2018-2019,Aug 2019 - ,Mississippi State University,Softball,0.002,0.998,female,"Lee Boulevard, Mississippi State, MS 39762",https://www.msstate.edu,33.454090000000065,-88.79201999999998
2692,2692,5554,Roberts,Matt,2018-2019,Oct 2014 - ,Mississippi State University,Men's Tennis,0.9997,0.0003,male,"Lee Boulevard, Mississippi State, MS 39762",https://www.msstate.edu,33.454090000000065,-88.79201999999998
2693,2693,5786,Schaefer,Vic,2018-2019,Apr 2012 - May 2020,Mississippi State University,Women's Basketball,1.0,0.0,male,"Lee Boulevard, Mississippi State, MS 39762",https://www.msstate.edu,33.454090000000065,-88.79201999999998
2694,2694,6084,Smith,Dusty,2018-2019,Jul 2017 - ,Mississippi State University,Men's Golf,0.6909,0.3091,male,"Lee Boulevard, Mississippi State, MS 39762",https://www.msstate.edu,33.454090000000065,-88.79201999999998
2695,2695,6371,Stuedeman,Vann,2018-2019,Aug 2011 - Aug 2019,Mississippi State University,Softball,0.9832,0.0168,male,"Lee Boulevard, Mississippi State, MS 39762",https://www.msstate.edu,33.454090000000065,-88.79201999999998
2696,2696,7196,Woods,Chris,2018-2019,Oct 2018 - ,Mississippi State University,"Men's Track, Outdoor",0.8507,0.1493,male,"Lee Boulevard, Mississippi State, MS 39762",https://www.msstate.edu,33.454090000000065,-88.79201999999998
2697,2697,7197,Woods,Chris,2018-2019,Oct 2018 - ,Mississippi State University,"Women's Track, Outdoor",0.8507,0.1493,male,"Lee Boulevard, Mississippi State, MS 39762",https://www.msstate.edu,33.454090000000065,-88.79201999999998
2698,2698,7198,Woods,Chris,2018-2019,Oct 2018 - ,Mississippi State University,"Men's Track, Indoor",0.8507,0.1493,male,"Lee Boulevard, Mississippi State, MS 39762",https://www.msstate.edu,33.454090000000065,-88.79201999999998
2699,2699,7199,Woods,Chris,2018-2019,Oct 2018 - ,Mississippi State University,Women's Cross Country,0.8507,0.1493,male,"Lee Boulevard, Mississippi State, MS 39762",https://www.msstate.edu,33.454090000000065,-88.79201999999998
2700,2700,7200,Woods,Chris,2018-2019,Oct 2018 - ,Mississippi State University,"Women's Track, Indoor",0.8507,0.1493,male,"Lee Boulevard, Mississippi State, MS 39762",https://www.msstate.edu,33.454090000000065,-88.79201999999998
2701,2701,58,Alexander-Pompey,Nadia,2018-2019,Aug 2018 - Jan 2020,Mississippi Valley State University,Women's Cross Country,0.0016,0.9984,female,"14000 Highway 82 West, Itta Bena, MS 38941-1400",www.mvsu.edu,33.511430000000075,-90.33917999999994
2702,2702,59,Alexander-Pompey,Nadia,2018-2019,Aug 2018 - Jan 2020,Mississippi Valley State University,Men's Cross Country,0.0016,0.9984,female,"14000 Highway 82 West, Itta Bena, MS 38941-1400",www.mvsu.edu,33.511430000000075,-90.33917999999994
2703,2703,60,Alexander-Pompey,Nadia,2018-2019,Aug 2018 - Jan 2020,Mississippi Valley State University,"Women's Track, Indoor",0.0016,0.9984,female,"14000 Highway 82 West, Itta Bena, MS 38941-1400",www.mvsu.edu,33.511430000000075,-90.33917999999994
2704,2704,61,Alexander-Pompey,Nadia,2018-2019,Aug 2018 - Jan 2020,Mississippi Valley State University,"Men's Track, Indoor",0.0016,0.9984,female,"14000 Highway 82 West, Itta Bena, MS 38941-1400",www.mvsu.edu,33.511430000000075,-90.33917999999994
2705,2705,62,Alexander-Pompey,Nadia,2018-2019,Aug 2018 - Jan 2020,Mississippi Valley State University,"Women's Track, Outdoor",0.0016,0.9984,female,"14000 Highway 82 West, Itta Bena, MS 38941-1400",www.mvsu.edu,33.511430000000075,-90.33917999999994
2706,2706,63,Alexander-Pompey,Nadia,2018-2019,Aug 2018 - Jan 2020,Mississippi Valley State University,"Men's Track, Outdoor",0.0016,0.9984,female,"14000 Highway 82 West, Itta Bena, MS 38941-1400",www.mvsu.edu,33.511430000000075,-90.33917999999994
2707,2707,1457,Dancy,Vincent,2018-2019,Feb 2018 - ,Mississippi Valley State University,Football,0.9956,0.0044,male,"14000 Highway 82 West, Itta Bena, MS 38941-1400",www.mvsu.edu,33.511430000000075,-90.33917999999994
2708,2708,3106,Hunter,Douglas,2018-2019,Jun 2014 - Jun 2020,Mississippi Valley State University,Women's Volleyball,0.9965,0.0035,male,"14000 Highway 82 West, Itta Bena, MS 38941-1400",www.mvsu.edu,33.511430000000075,-90.33917999999994
2709,2709,3109,Hunter,Lindsey,2018-2019,Jun 2019 - ,Mississippi Valley State University,Men's Basketball,0.0361,0.9639,female,"14000 Highway 82 West, Itta Bena, MS 38941-1400",www.mvsu.edu,33.511430000000075,-90.33917999999994
2710,2710,4084,Mapson,Sean,2018-2019,May 2016 - Sep 2018,Mississippi Valley State University,Women's Soccer,0.9925,0.0075,male,"14000 Highway 82 West, Itta Bena, MS 38941-1400",www.mvsu.edu,33.511430000000075,-90.33917999999994
2711,2711,4683,Murry,Riley,2018-2019,Aug 2016 - ,Mississippi Valley State University,Women's Tennis,0.5063,0.4937,male,"14000 Highway 82 West, Itta Bena, MS 38941-1400",www.mvsu.edu,33.511430000000075,-90.33917999999994
2712,2712,4684,Murry,Riley,2018-2019,Aug 2016 - ,Mississippi Valley State University,Men's Tennis,0.5063,0.4937,male,"14000 Highway 82 West, Itta Bena, MS 38941-1400",www.mvsu.edu,33.511430000000075,-90.33917999999994
2713,2713,4712,Naraine,Rohan,2018-2019,Sep 2018 - Jun 2020,Mississippi Valley State University,Women's Soccer,0.9978,0.0022,male,"14000 Highway 82 West, Itta Bena, MS 38941-1400",www.mvsu.edu,33.511430000000075,-90.33917999999994
2714,2714,5033,Payne,Andre,2018-2019,Aug 2014 - May 2019,Mississippi Valley State University,Men's Basketball,0.9803,0.0197,male,"14000 Highway 82 West, Itta Bena, MS 38941-1400",www.mvsu.edu,33.511430000000075,-90.33917999999994
2715,2715,6098,Smith,Lee,2018-2019,Aug 2003 - ,Mississippi Valley State University,Softball,0.7669,0.2331,male,"14000 Highway 82 West, Itta Bena, MS 38941-1400",www.mvsu.edu,33.511430000000075,-90.33917999999994
2716,2716,6287,Stevens,Aaron,2018-2019,Feb 2015 - ,Mississippi Valley State University,Baseball,0.9918,0.0082,male,"14000 Highway 82 West, Itta Bena, MS 38941-1400",www.mvsu.edu,33.511430000000075,-90.33917999999994
2717,2717,6848,Walker-Johnson,Ashley,2018-2019,Jun 2017 - ,Mississippi Valley State University,Women's Basketball,0.016,0.984,female,"14000 Highway 82 West, Itta Bena, MS 38941-1400",www.mvsu.edu,33.511430000000075,-90.33917999999994
2718,2718,37,Agugua-Hamilton,Amaka,2018-2019,May 2019 - ,Missouri State University,Women's Basketball,0.0,1.0,female,,,37.19855000000007,-93.27845999999994
2719,2719,705,Brewer,Rob,2018-2019,Aug 1996 - ,Missouri State University,Women's Soccer,1.0,0.0,male,,,37.19855000000007,-93.27845999999994
2720,2720,1212,Collins,David,2018-2019,May 2012 - ,Missouri State University,Women's Swimming and Diving,0.9963,0.0037,male,,,37.19855000000007,-93.27845999999994
2721,2721,1213,Collins,David,2018-2019,May 2012 - ,Missouri State University,Men's Swimming and Diving,0.9963,0.0037,male,,,37.19855000000007,-93.27845999999994
2722,2722,1570,Del Conte,Terri,2018-2019,Sep 2017 - Jul 2020,Missouri State University,Women's Beach Volleyball,0.0059,0.9941,female,,,37.19855000000007,-93.27845999999994
2723,2723,2011,Fife,Jordan,2018-2019,Sep 2014 - ,Missouri State University,Women's Cross Country,0.7186,0.2814,male,,,37.19855000000007,-93.27845999999994
2724,2724,2012,Fife,Jordan,2018-2019,Aug 2018 - ,Missouri State University,"Women's Track, Outdoor",0.7186,0.2814,male,,,37.19855000000007,-93.27845999999994
2725,2725,2013,Fife,Jordan,2018-2019,Aug 2018 - ,Missouri State University,"Women's Track, Indoor",0.7186,0.2814,male,,,37.19855000000007,-93.27845999999994
2726,2726,2100,Ford,Dana,2018-2019,Apr 2018 - ,Missouri State University,Men's Basketball,0.2019,0.7981,female,,,37.19855000000007,-93.27845999999994
2727,2727,2577,Guttin,Keith,2018-2019,Aug 1982 - ,Missouri State University,Baseball,0.9948,0.0052,male,,,37.19855000000007,-93.27845999999994
2728,2728,2699,Harper,Kellie,2018-2019,May 2013 - May 2019,Missouri State University,Women's Basketball,0.0049,0.9951,female,,,37.19855000000007,-93.27845999999994
2729,2729,2884,Hesse,Holly,2018-2019,Aug 1989 - ,Missouri State University,Softball,0.0052,0.9948,female,,,37.19855000000007,-93.27845999999994
2730,2730,3407,Kane,Kevin,2018-2019,Aug 2002 - ,Missouri State University,Women's Golf,0.9951,0.0049,male,,,37.19855000000007,-93.27845999999994
2731,2731,3811,Leamy,Jon,2018-2019,Aug 1992 - ,Missouri State University,Men's Soccer,0.9921,0.0079,male,,,37.19855000000007,-93.27845999999994
2732,2732,6223,Stafford,Neal,2018-2019,Aug 2005 - ,Missouri State University,Men's Golf,0.9974,0.0026,male,,,37.19855000000007,-93.27845999999994
2733,2733,6258,Steckel,Dave,2018-2019,Feb 2015 - Feb 2020,Missouri State University,Football,0.9985,0.0015,male,,,37.19855000000007,-93.27845999999994
2734,2734,6325,Stokes,Melissa,2018-2019,Aug 1996 - Sep 2019,Missouri State University,Women's Volleyball,0.0031,0.9969,female,,,37.19855000000007,-93.27845999999994
2735,2735,6949,Weber,Mallory,2018-2019,May 2014 - ,Missouri State University,Women's Tennis,0.0184,0.9816,female,,,37.19855000000007,-93.27845999999994
2736,2736,716,Britton,William,2018-2019,Aug 2019 - ,Monmouth University,Men's Golf,,,male,"400 Cedar Ave, West Long Branch, NJ 07764-1898",https://www.monmouth.edu,40.280050000000074,-74.00548999999995
2737,2737,916,Callahan,Kevin,2018-2019,Oct 1992 - ,Monmouth University,Football,0.9951,0.0049,male,"400 Cedar Ave, West Long Branch, NJ 07764-1898",https://www.monmouth.edu,40.280050000000074,-74.00548999999995
2738,2738,1224,Compagni,Joe,2018-2019,Aug 2003 - Oct 2019,Monmouth University,Women's Cross Country,0.9745,0.0255,male,"400 Cedar Ave, West Long Branch, NJ 07764-1898",https://www.monmouth.edu,40.280050000000074,-74.00548999999995
2739,2739,1225,Compagni,Joe,2018-2019,Aug 2003 - Oct 2019,Monmouth University,"Men's Track, Outdoor",0.9745,0.0255,male,"400 Cedar Ave, West Long Branch, NJ 07764-1898",https://www.monmouth.edu,40.280050000000074,-74.00548999999995
2740,2740,1226,Compagni,Joe,2018-2019,Aug 1995 - Oct 2019,Monmouth University,"Women's Track, Indoor",0.9745,0.0255,male,"400 Cedar Ave, West Long Branch, NJ 07764-1898",https://www.monmouth.edu,40.280050000000074,-74.00548999999995
2741,2741,1227,Compagni,Joe,2018-2019,Aug 1995 - Oct 2019,Monmouth University,"Women's Track, Outdoor",0.9745,0.0255,male,"400 Cedar Ave, West Long Branch, NJ 07764-1898",https://www.monmouth.edu,40.280050000000074,-74.00548999999995
2742,2742,1228,Compagni,Joe,2018-2019,Aug 2003 - Oct 2019,Monmouth University,Men's Cross Country,0.9745,0.0255,male,"400 Cedar Ave, West Long Branch, NJ 07764-1898",https://www.monmouth.edu,40.280050000000074,-74.00548999999995
2743,2743,1229,Compagni,Joe,2018-2019,Aug 2003 - Oct 2019,Monmouth University,"Men's Track, Indoor",0.9745,0.0255,male,"400 Cedar Ave, West Long Branch, NJ 07764-1898",https://www.monmouth.edu,40.280050000000074,-74.00548999999995
2744,2744,1335,Craig,Jody,2018-2019,May 2018 - ,Monmouth University,Women's Basketball,0.3436,0.6564,female,"400 Cedar Ave, West Long Branch, NJ 07764-1898",https://www.monmouth.edu,40.280050000000074,-74.00548999999995
2745,2745,1817,Ehehalt,Dean,2018-2019,Aug 1993 - ,Monmouth University,Baseball,0.9875,0.0125,male,"400 Cedar Ave, West Long Branch, NJ 07764-1898",https://www.monmouth.edu,40.280050000000074,-74.00548999999995
2746,2746,2015,Figlio,Carli,2018-2019,Feb 2007 - ,Monmouth University,Field Hockey,0.0006,0.9994,female,"400 Cedar Ave, West Long Branch, NJ 07764-1898",https://www.monmouth.edu,40.280050000000074,-74.00548999999995
2747,2747,2034,Fisher,Brian,2018-2019,Aug 2012 - ,Monmouth University,Men's Lacrosse,0.9958,0.0042,male,"400 Cedar Ave, West Long Branch, NJ 07764-1898",https://www.monmouth.edu,40.280050000000074,-74.00548999999995
2748,2748,2541,Grygiel,Karen,2018-2019,Aug 2011 - ,Monmouth University,Women's Bowling,0.0026,0.9974,female,"400 Cedar Ave, West Long Branch, NJ 07764-1898",https://www.monmouth.edu,40.280050000000074,-74.00548999999995
2749,2749,3844,Leicht,Chris,2018-2019,Oct 2018 - ,Monmouth University,Men's Tennis,0.8507,0.1493,male,"400 Cedar Ave, West Long Branch, NJ 07764-1898",https://www.monmouth.edu,40.280050000000074,-74.00548999999995
2750,2750,4216,McCourt,Rob,2018-2019,Aug 2004 - ,Monmouth University,Men's Soccer,1.0,0.0,male,"400 Cedar Ave, West Long Branch, NJ 07764-1898",https://www.monmouth.edu,40.280050000000074,-74.00548999999995
2751,2751,4372,Melia,Michelle,2018-2019,Oct 2018 - Oct 2019,Monmouth University,Women's Golf,0.0038,0.9962,female,"400 Cedar Ave, West Long Branch, NJ 07764-1898",https://www.monmouth.edu,40.280050000000074,-74.00548999999995
2752,2752,4682,Murray,Patrice,2018-2019,Aug 1994 - ,Monmouth University,Women's Tennis,0.0203,0.9797,female,"400 Cedar Ave, West Long Branch, NJ 07764-1898",https://www.monmouth.edu,40.280050000000074,-74.00548999999995
2753,2753,4828,Nunnally,Matt,2018-2019,May 2015 - ,Monmouth University,Men's Swimming and Diving,0.9997,0.0003,male,"400 Cedar Ave, West Long Branch, NJ 07764-1898",https://www.monmouth.edu,40.280050000000074,-74.00548999999995
2754,2754,4829,Nunnally,Matt,2018-2019,May 2015 - ,Monmouth University,Women's Swimming and Diving,0.9997,0.0003,male,"400 Cedar Ave, West Long Branch, NJ 07764-1898",https://www.monmouth.edu,40.280050000000074,-74.00548999999995
2755,2755,5469,Rice,King,2018-2019,May 2011 - ,Monmouth University,Men's Basketball,0.9994,0.0006,male,"400 Cedar Ave, West Long Branch, NJ 07764-1898",https://www.monmouth.edu,40.280050000000074,-74.00548999999995
2756,2756,5714,Salsburg,Shannon,2018-2019,Oct 2015 - ,Monmouth University,Softball,0.1408,0.8592,female,"400 Cedar Ave, West Long Branch, NJ 07764-1898",https://www.monmouth.edu,40.280050000000074,-74.00548999999995
2757,2757,5946,Shea,Dennis,2018-2019,Aug 1992 - Aug 2019,Monmouth University,Men's Golf,0.9956,0.0044,male,"400 Cedar Ave, West Long Branch, NJ 07764-1898",https://www.monmouth.edu,40.280050000000074,-74.00548999999995
2758,2758,6626,Trautman,Jordan,2018-2019,Aug 2017 - ,Monmouth University,Women's Lacrosse,0.7186,0.2814,male,"400 Cedar Ave, West Long Branch, NJ 07764-1898",https://www.monmouth.edu,40.280050000000074,-74.00548999999995
2759,2759,6675,Turner,Krissy,2018-2019,Aug 1998 - ,Monmouth University,Women's Soccer,0.0,1.0,female,"400 Cedar Ave, West Long Branch, NJ 07764-1898",https://www.monmouth.edu,40.280050000000074,-74.00548999999995
2760,2760,324,Basye,Brittany,2018-2019,Aug 2012 - ,Montana State University-Bozeman,Women's Golf,0.0029,0.9971,female,,,45.66513000000003,-111.04947999999996
2761,2761,475,Binford,Tricia,2018-2019,May 2005 - ,Montana State University-Bozeman,Women's Basketball,0.0021,0.9979,female,,,45.66513000000003,-111.04947999999996
2762,2762,842,Burnham,Jared,2018-2019,Jul 2012 - Oct 2019,Montana State University-Bozeman,Men's Tennis,0.9959,0.0041,male,,,45.66513000000003,-111.04947999999996
2763,2763,1076,Choate,Jeff,2018-2019,Jan 2016 - Mar 2021,Montana State University-Bozeman,Football,0.9977,0.0023,male,,,45.66513000000003,-111.04947999999996
2764,2764,2030,Fish,Brian,2018-2019,May 2014 - Apr 2019,Montana State University-Bozeman,Men's Basketball,0.9958,0.0042,male,,,45.66513000000003,-111.04947999999996
2765,2765,2140,Francis,Kevin,2018-2019,Nov 2013 - ,Montana State University-Bozeman,Men's Skiing,0.9951,0.0049,male,,,45.66513000000003,-111.04947999999996
2766,2766,2141,Francis,Kevin,2018-2019,Nov 2013 - ,Montana State University-Bozeman,Women's Skiing,0.9951,0.0049,male,,,45.66513000000003,-111.04947999999996
2767,2767,3294,Johnson,Matthew,2018-2019,Aug 2015 - Nov 2020,Montana State University-Bozeman,Women's Skiing,0.9962,0.0038,male,,,45.66513000000003,-111.04947999999996
2768,2768,3295,Johnson,Matthew,2018-2019,Aug 2015 - Nov 2020,Montana State University-Bozeman,Men's Skiing,0.9962,0.0038,male,,,45.66513000000003,-111.04947999999996
