lastName,firstName,Date,Period,School,Sport,proportion_male,proportion_female,gender,schoolAddress,websiteAddress,Latitude,Longitude
Kayden,Kirk,2018-2019,Sep 2014 - ,Mercer University,Men's Golf,0.9969,0.0031,male,"1501 Mercer University Drive, Macon, GA 31207",https://www.mercer.edu/,33.87544,-84.2617099999999
Lamb,Bobby,2018-2019,Aug 2011 - Jan 2020,Mercer University,Football,0.9724,0.0276,male,"1501 Mercer University Drive, Macon, GA 31207",https://www.mercer.edu/,33.87544,-84.2617099999999
Ruzzo,Brad,2018-2019,Sep 2008 - ,Mercer University,Men's Soccer,0.997,0.003,male,"1501 Mercer University Drive, Macon, GA 31207",https://www.mercer.edu/,33.87544,-84.2617099999999
Schroeder,Derek,2018-2019,Feb 2018 - ,Mercer University,Women's Volleyball,0.9956,0.0044,male,"1501 Mercer University Drive, Macon, GA 31207",https://www.mercer.edu/,33.87544,-84.2617099999999
Schroeder,Derek,2018-2019,Feb 2018 - Aug 2020,Mercer University,Women's Beach Volleyball,0.9956,0.0044,male,"1501 Mercer University Drive, Macon, GA 31207",https://www.mercer.edu/,33.87544,-84.2617099999999
Wims,Jerod,2018-2019,Sep 2017 - Sep 2019,Mercer University,Men's Cross Country,1,0,male,"1501 Mercer University Drive, Macon, GA 31207",https://www.mercer.edu/,33.87544,-84.2617099999999
Wims,Jerod,2018-2019,Sep 2017 - Sep 2019,Mercer University,"Women's Track, Outdoor",1,0,male,"1501 Mercer University Drive, Macon, GA 31207",https://www.mercer.edu/,33.87544,-84.2617099999999
Wims,Jerod,2018-2019,Sep 2017 - Sep 2019,Mercer University,Women's Cross Country,1,0,male,"1501 Mercer University Drive, Macon, GA 31207",https://www.mercer.edu/,33.87544,-84.2617099999999
Gotkin,Rick,2018-2019,Aug 1988 - ,Mercyhurst University,Men's Ice Hockey,0.9982,0.0018,male,"501 E 38th St, Erie, PA 16546",www.mercyhurst.edu,42.10396,-80.05393
Sisti,Michael,2018-2019,Aug 1999 - ,Mercyhurst University,Women's Ice Hockey,0.9947,0.0053,male,"501 E 38th St, Erie, PA 16546",www.mercyhurst.edu,42.10396,-80.05393
Borek,Scott,2018-2019,May 2018 - ,Merrimack College,Men's Ice Hockey,0.9964,0.0036,male,"315 Turnpike St, North Andover, MA 01845",https://www.merrimack.edu,42.6715600000001,-71.12361
Hamlen,Erin,2018-2019,Sep 2015 - ,Merrimack College,Women's Ice Hockey,0.0267,0.9733,female,"315 Turnpike St, North Andover, MA 01845",https://www.merrimack.edu,42.6715600000001,-71.12361
Bergeron,Chris,2018-2019,May 2019 - ,Miami University (Ohio),Men's Ice Hockey,0.8507,0.1493,male,,,39.5095000000001,-84.7345
Bonewit-Cron,Hollie,2018-2019,Aug 2016 - ,Miami University (Ohio),Men's Swimming and Diving,0.0383,0.9617,female,,,39.5095000000001,-84.7345
Bonewit-Cron,Hollie,2018-2019,Aug 2016 - ,Miami University (Ohio),Women's Swimming and Diving,0.0383,0.9617,female,,,39.5095000000001,-84.7345
Chorny,Tom,2018-2019,Aug 2016 - ,Miami University (Ohio),Men's Cross Country,0.9969,0.0031,male,,,39.5095000000001,-84.7345
Chorny,Tom,2018-2019,Aug 2016 - ,Miami University (Ohio),"Women's Track, Indoor",0.9969,0.0031,male,,,39.5095000000001,-84.7345
Chorny,Tom,2018-2019,Aug 2016 - ,Miami University (Ohio),Women's Cross Country,0.9969,0.0031,male,,,39.5095000000001,-84.7345
Chorny,Tom,2018-2019,Aug 2016 - ,Miami University (Ohio),"Women's Track, Outdoor",0.9969,0.0031,male,,,39.5095000000001,-84.7345
Chorny,Tom,2018-2019,Aug 2016 - ,Miami University (Ohio),"Men's Track, Outdoor",0.9969,0.0031,male,,,39.5095000000001,-84.7345
Condit,Carolyn,2018-2019,Aug 2003 - ,Miami University (Ohio),Women's Volleyball,0.0028,0.9972,female,,,39.5095000000001,-84.7345
Crowell,Clarisa,2018-2019,Sep 2012 - Sep 2020,Miami University (Ohio),Softball,0,1,female,,,39.5095000000001,-84.7345
Hayden,Daniel (Danny),2018-2019,Aug 2013 - ,Miami University (Ohio),Baseball,,,male,,,39.5095000000001,-84.7345
Hendrix,DeUnna,2018-2019,May 2019 - ,Miami University (Ohio),Women's Basketball,,,female,,,39.5095000000001,-84.7345
Martin,Chuck,2018-2019,Jan 2014 - ,Miami University (Ohio),Football,0.9997,0.0003,male,,,39.5095000000001,-84.7345
Owens,Jack,2018-2019,May 2017 - ,Miami University (Ohio),Men's Basketball,0.9969,0.0031,male,,,39.5095000000001,-84.7345
Puzo,Inako,2018-2019,Sep 2011 - ,Miami University (Ohio),Field Hockey,,,male,,,39.5095000000001,-84.7345
Rosas,Ricardo,2018-2019,Aug 2017 - ,Miami University (Ohio),Women's Tennis,0.9942,0.0058,male,,,39.5095000000001,-84.7345
Sirmans,Courtney,2018-2019,Mar 2018 - ,Miami University (Ohio),Women's Soccer,0.0723,0.9277,female,,,39.5095000000001,-84.7345
Zedrick,Zac,2018-2019,Sep 2011 - ,Miami University (Ohio),Men's Golf,1,0,male,,,39.5095000000001,-84.7345
Boss,Jake,2018-2019,Aug 2008 - ,Michigan State University,Baseball,0.9979,0.0021,male,"East Lansing, MI 48824-1046",https://www.msu.edu,42.7294600000001,-84.4804099999999
Bruno,Kim,2018-2019,Aug 2016 - ,Michigan State University,Women's Tennis,0.1546,0.8454,female,"East Lansing, MI 48824-1046",https://www.msu.edu,42.7294600000001,-84.4804099999999
Chandler,Roger,2018-2019,Jul 2016 - ,Michigan State University,Men's Wrestling,0.9962,0.0038,male,"East Lansing, MI 48824-1046",https://www.msu.edu,42.7294600000001,-84.4804099999999
Cole,Danton,2018-2019,May 2017 - ,Michigan State University,Men's Ice Hockey,1,0,male,"East Lansing, MI 48824-1046",https://www.msu.edu,42.7294600000001,-84.4804099999999
Dantonio,Mark,2018-2019,Dec 2006 - Mar 2020,Michigan State University,Football,0.9967,0.0033,male,"East Lansing, MI 48824-1046",https://www.msu.edu,42.7294600000001,-84.4804099999999
Drenth,Walt,2018-2019,Aug 2006 - ,Michigan State University,Women's Cross Country,1,0,male,"East Lansing, MI 48824-1046",https://www.msu.edu,42.7294600000001,-84.4804099999999
Drenth,Walt,2018-2019,Jul 2006 - ,Michigan State University,"Women's Track, Outdoor",1,0,male,"East Lansing, MI 48824-1046",https://www.msu.edu,42.7294600000001,-84.4804099999999
Drenth,Walt,2018-2019,Aug 2006 - ,Michigan State University,"Men's Track, Outdoor",1,0,male,"East Lansing, MI 48824-1046",https://www.msu.edu,42.7294600000001,-84.4804099999999
Drenth,Walt,2018-2019,Aug 2006 - ,Michigan State University,Men's Cross Country,1,0,male,"East Lansing, MI 48824-1046",https://www.msu.edu,42.7294600000001,-84.4804099999999
Drenth,Walt,2018-2019,Jul 2006 - ,Michigan State University,"Women's Track, Indoor",1,0,male,"East Lansing, MI 48824-1046",https://www.msu.edu,42.7294600000001,-84.4804099999999
Drenth,Walt,2018-2019,Aug 2006 - ,Michigan State University,"Men's Track, Indoor",1,0,male,"East Lansing, MI 48824-1046",https://www.msu.edu,42.7294600000001,-84.4804099999999
George,Cathy,2018-2019,Aug 2004 - ,Michigan State University,Women's Volleyball,0.0019,0.9981,female,"East Lansing, MI 48824-1046",https://www.msu.edu,42.7294600000001,-84.4804099999999
Gianiodis,Matt,2018-2019,Aug 2003 - ,Michigan State University,Men's Swimming and Diving,0.9997,0.0003,male,"East Lansing, MI 48824-1046",https://www.msu.edu,42.7294600000001,-84.4804099999999
Gianiodis,Matt,2018-2019,Aug 2003 - ,Michigan State University,Women's Swimming and Diving,0.9997,0.0003,male,"East Lansing, MI 48824-1046",https://www.msu.edu,42.7294600000001,-84.4804099999999
Izzo,Tom,2018-2019,Aug 1996 - ,Michigan State University,Men's Basketball,0.9969,0.0031,male,"East Lansing, MI 48824-1046",https://www.msu.edu,42.7294600000001,-84.4804099999999
Joseph,Jacquie,2018-2019,Aug 2003 - ,Michigan State University,Softball,0,1,female,"East Lansing, MI 48824-1046",https://www.msu.edu,42.7294600000001,-84.4804099999999
Knull,Helen,2018-2019,Feb 2011 - ,Michigan State University,Field Hockey,0.0037,0.9963,female,"East Lansing, MI 48824-1046",https://www.msu.edu,42.7294600000001,-84.4804099999999
Lubahn,Casey,2018-2019,Aug 2011 - ,Michigan State University,Men's Golf,0.575,0.425,male,"East Lansing, MI 48824-1046",https://www.msu.edu,42.7294600000001,-84.4804099999999
Merchant,Suzy,2018-2019,May 2007 - ,Michigan State University,Women's Basketball,0,1,female,"East Lansing, MI 48824-1046",https://www.msu.edu,42.7294600000001,-84.4804099999999
Orlando,Gene,2018-2019,Aug 2003 - ,Michigan State University,Men's Tennis,0.9704,0.0296,male,"East Lansing, MI 48824-1046",https://www.msu.edu,42.7294600000001,-84.4804099999999
Rensing,Damon,2018-2019,Feb 2009 - ,Michigan State University,Men's Soccer,0.9943,0.0057,male,"East Lansing, MI 48824-1046",https://www.msu.edu,42.7294600000001,-84.4804099999999
Rowe,Mike,2018-2019,Aug 2017 - ,Michigan State University,Women's Gymnastics,0.9966,0.0034,male,"East Lansing, MI 48824-1046",https://www.msu.edu,42.7294600000001,-84.4804099999999
Saxton,Tom,2018-2019,Aug 2003 - ,Michigan State University,Women's Soccer,0.9969,0.0031,male,"East Lansing, MI 48824-1046",https://www.msu.edu,42.7294600000001,-84.4804099999999
Slobodnik-Stoll,Stacy,2018-2019,Aug 2003 - ,Michigan State University,Women's Golf,0.1099,0.8901,female,"East Lansing, MI 48824-1046",https://www.msu.edu,42.7294600000001,-84.4804099999999
Weise,Matt,2018-2019,Aug 2004 - Oct 2019,Michigan State University,Women's Rowing,0.9997,0.0003,male,"East Lansing, MI 48824-1046",https://www.msu.edu,42.7294600000001,-84.4804099999999
Shawhan,Joe,2018-2019,Jul 2017 - ,Michigan Technological University,Men's Ice Hockey,0.9745,0.0255,male,"1400 Townsend Drive, Houghton, MI 49931-1295",https://www.mtu.edu,47.1190300000001,-88.55141
Adams,Christy,2018-2019,Feb 2008 - ,Middle Tennessee State University,Women's Golf,0.0128,0.9872,female,"1301 East Main Street, Murfreesboro, TN 37132",www.mtsu.edu,35.8438100000001,-86.37062
Bailey-Duvall,Tayo,2018-2019,Sep 2018 - ,Middle Tennessee State University,Women's Tennis,1,0,male,"1301 East Main Street, Murfreesboro, TN 37132",www.mtsu.edu,35.8438100000001,-86.37062
Borendame,Jimmy,2018-2019,Sep 2010 - ,Middle Tennessee State University,Men's Tennis,0.9928,0.0072,male,"1301 East Main Street, Murfreesboro, TN 37132",www.mtsu.edu,35.8438100000001,-86.37062
Breeden,Jeff,2018-2019,Aug 2012 - ,Middle Tennessee State University,Softball,0.9977,0.0023,male,"1301 East Main Street, Murfreesboro, TN 37132",www.mtsu.edu,35.8438100000001,-86.37062
Crawford,Chuck,2018-2019,Feb 2017 - ,Middle Tennessee State University,Women's Volleyball,0.9997,0.0003,male,"1301 East Main Street, Murfreesboro, TN 37132",www.mtsu.edu,35.8438100000001,-86.37062
Hayes,Dean A.,2018-2019,Aug 2003 - ,Middle Tennessee State University,"Women's Track, Indoor",,,male,"1301 East Main Street, Murfreesboro, TN 37132",www.mtsu.edu,35.8438100000001,-86.37062
Hayes,Dean A.,2018-2019,Aug 2003 - ,Middle Tennessee State University,"Men's Track, Outdoor",,,male,"1301 East Main Street, Murfreesboro, TN 37132",www.mtsu.edu,35.8438100000001,-86.37062
Hayes,Dean A.,2018-2019,Aug 2003 - ,Middle Tennessee State University,"Women's Track, Outdoor",,,male,"1301 East Main Street, Murfreesboro, TN 37132",www.mtsu.edu,35.8438100000001,-86.37062
Hayes,Dean A.,2018-2019,Aug 2003 - ,Middle Tennessee State University,Men's Cross Country,,,male,"1301 East Main Street, Murfreesboro, TN 37132",www.mtsu.edu,35.8438100000001,-86.37062
Hayes,Dean A.,2018-2019,Aug 2003 - ,Middle Tennessee State University,"Men's Track, Indoor",,,male,"1301 East Main Street, Murfreesboro, TN 37132",www.mtsu.edu,35.8438100000001,-86.37062
Hayes,Dean A.,2018-2019,Aug 2003 - ,Middle Tennessee State University,Women's Cross Country,,,male,"1301 East Main Street, Murfreesboro, TN 37132",www.mtsu.edu,35.8438100000001,-86.37062
Insell,Rick,2018-2019,Aug 2005 - ,Middle Tennessee State University,Women's Basketball,0.9982,0.0018,male,"1301 East Main Street, Murfreesboro, TN 37132",www.mtsu.edu,35.8438100000001,-86.37062
McDevitt,Nick,2018-2019,Apr 2018 - ,Middle Tennessee State University,Men's Basketball,0.998,0.002,male,"1301 East Main Street, Murfreesboro, TN 37132",www.mtsu.edu,35.8438100000001,-86.37062
McEntire,Mark,2018-2019,Sep 2018 - ,Middle Tennessee State University,Men's Golf,0.9967,0.0033,male,"1301 East Main Street, Murfreesboro, TN 37132",www.mtsu.edu,35.8438100000001,-86.37062
Rhoden,Aston,2018-2019,Aug 2003 - ,Middle Tennessee State University,Women's Soccer,0.9095,0.0905,male,"1301 East Main Street, Murfreesboro, TN 37132",www.mtsu.edu,35.8438100000001,-86.37062
Stockstill,Rick,2018-2019,Jan 2006 - ,Middle Tennessee State University,Football,0.9982,0.0018,male,"1301 East Main Street, Murfreesboro, TN 37132",www.mtsu.edu,35.8438100000001,-86.37062
Toman,Jim,2018-2019,Jul 2018 - ,Middle Tennessee State University,Baseball,0.9966,0.0034,male,"1301 East Main Street, Murfreesboro, TN 37132",www.mtsu.edu,35.8438100000001,-86.37062
Harrington,John M.,2018-2019,Jun 2015 - ,"Minnesota State University, Mankato",Women's Ice Hockey,,,male,,,44.1520800000001,-93.99949
Hastings,Mike,2018-2019,May 2012 - ,"Minnesota State University, Mankato",Men's Ice Hockey,0.9966,0.0034,male,,,44.1520800000001,-93.99949
Armstrong,James,2018-2019,Feb 2019 - ,Mississippi State University,Women's Soccer,0.9956,0.0044,male,"Lee Boulevard, Mississippi State, MS 39762",https://www.msstate.edu,33.4540900000001,-88.79202
Brown Lemm,Ginger,2018-2019,Aug 2010 - Jan 2021,Mississippi State University,Women's Golf,0.0009,0.9991,female,"Lee Boulevard, Mississippi State, MS 39762",https://www.msstate.edu,33.4540900000001,-88.79202
Darty,Julie,2018-2019,Apr 2018 - ,Mississippi State University,Women's Volleyball,0.0027,0.9973,female,"Lee Boulevard, Mississippi State, MS 39762",https://www.msstate.edu,33.4540900000001,-88.79202
Greenan,Daryl,2018-2019,Sep 2009 - ,Mississippi State University,Women's Tennis,0.9299,0.0701,male,"Lee Boulevard, Mississippi State, MS 39762",https://www.msstate.edu,33.4540900000001,-88.79202
Howland,Ben,2018-2019,Apr 2015 - ,Mississippi State University,Men's Basketball,0.996,0.004,male,"Lee Boulevard, Mississippi State, MS 39762",https://www.msstate.edu,33.4540900000001,-88.79202
Lemonis,Chris,2018-2019,Jul 2018 - ,Mississippi State University,Baseball,0.8507,0.1493,male,"Lee Boulevard, Mississippi State, MS 39762",https://www.msstate.edu,33.4540900000001,-88.79202
Moorhead,Joe,2018-2019,Dec 2017 - Feb 2020,Mississippi State University,Football,0.9745,0.0255,male,"Lee Boulevard, Mississippi State, MS 39762",https://www.msstate.edu,33.4540900000001,-88.79202
Ricketts,Samantha,2018-2019,Aug 2019 - ,Mississippi State University,Softball,0.002,0.998,female,"Lee Boulevard, Mississippi State, MS 39762",https://www.msstate.edu,33.4540900000001,-88.79202
Roberts,Matt,2018-2019,Oct 2014 - ,Mississippi State University,Men's Tennis,0.9997,0.0003,male,"Lee Boulevard, Mississippi State, MS 39762",https://www.msstate.edu,33.4540900000001,-88.79202
Schaefer,Vic,2018-2019,Apr 2012 - May 2020,Mississippi State University,Women's Basketball,1,0,male,"Lee Boulevard, Mississippi State, MS 39762",https://www.msstate.edu,33.4540900000001,-88.79202
Smith,Dusty,2018-2019,Jul 2017 - ,Mississippi State University,Men's Golf,0.6909,0.3091,male,"Lee Boulevard, Mississippi State, MS 39762",https://www.msstate.edu,33.4540900000001,-88.79202
Woods,Chris,2018-2019,Oct 2018 - ,Mississippi State University,"Men's Track, Outdoor",0.8507,0.1493,male,"Lee Boulevard, Mississippi State, MS 39762",https://www.msstate.edu,33.4540900000001,-88.79202
Woods,Chris,2018-2019,Oct 2018 - ,Mississippi State University,"Women's Track, Outdoor",0.8507,0.1493,male,"Lee Boulevard, Mississippi State, MS 39762",https://www.msstate.edu,33.4540900000001,-88.79202
Woods,Chris,2018-2019,Oct 2018 - ,Mississippi State University,"Men's Track, Indoor",0.8507,0.1493,male,"Lee Boulevard, Mississippi State, MS 39762",https://www.msstate.edu,33.4540900000001,-88.79202
Woods,Chris,2018-2019,Oct 2018 - ,Mississippi State University,Women's Cross Country,0.8507,0.1493,male,"Lee Boulevard, Mississippi State, MS 39762",https://www.msstate.edu,33.4540900000001,-88.79202
Woods,Chris,2018-2019,Oct 2018 - ,Mississippi State University,"Women's Track, Indoor",0.8507,0.1493,male,"Lee Boulevard, Mississippi State, MS 39762",https://www.msstate.edu,33.4540900000001,-88.79202
Alexander-Pompey,Nadia,2018-2019,Aug 2018 - Jan 2020,Mississippi Valley State University,Women's Cross Country,0.0016,0.9984,female,"14000 Highway 82 West, Itta Bena, MS 38941-1400",www.mvsu.edu,33.5114300000001,-90.3391799999999
Alexander-Pompey,Nadia,2018-2019,Aug 2018 - Jan 2020,Mississippi Valley State University,Men's Cross Country,0.0016,0.9984,female,"14000 Highway 82 West, Itta Bena, MS 38941-1400",www.mvsu.edu,33.5114300000001,-90.3391799999999
Alexander-Pompey,Nadia,2018-2019,Aug 2018 - Jan 2020,Mississippi Valley State University,"Women's Track, Indoor",0.0016,0.9984,female,"14000 Highway 82 West, Itta Bena, MS 38941-1400",www.mvsu.edu,33.5114300000001,-90.3391799999999
Alexander-Pompey,Nadia,2018-2019,Aug 2018 - Jan 2020,Mississippi Valley State University,"Men's Track, Indoor",0.0016,0.9984,female,"14000 Highway 82 West, Itta Bena, MS 38941-1400",www.mvsu.edu,33.5114300000001,-90.3391799999999
Alexander-Pompey,Nadia,2018-2019,Aug 2018 - Jan 2020,Mississippi Valley State University,"Women's Track, Outdoor",0.0016,0.9984,female,"14000 Highway 82 West, Itta Bena, MS 38941-1400",www.mvsu.edu,33.5114300000001,-90.3391799999999
Alexander-Pompey,Nadia,2018-2019,Aug 2018 - Jan 2020,Mississippi Valley State University,"Men's Track, Outdoor",0.0016,0.9984,female,"14000 Highway 82 West, Itta Bena, MS 38941-1400",www.mvsu.edu,33.5114300000001,-90.3391799999999
Dancy,Vincent,2018-2019,Feb 2018 - ,Mississippi Valley State University,Football,0.9956,0.0044,male,"14000 Highway 82 West, Itta Bena, MS 38941-1400",www.mvsu.edu,33.5114300000001,-90.3391799999999
Hunter,Douglas,2018-2019,Jun 2014 - Jun 2020,Mississippi Valley State University,Women's Volleyball,0.9965,0.0035,male,"14000 Highway 82 West, Itta Bena, MS 38941-1400",www.mvsu.edu,33.5114300000001,-90.3391799999999
Hunter,Lindsey,2018-2019,Jun 2019 - ,Mississippi Valley State University,Men's Basketball,0.0361,0.9639,male,"14000 Highway 82 West, Itta Bena, MS 38941-1400",www.mvsu.edu,33.5114300000001,-90.3391799999999
Murry,Riley,2018-2019,Aug 2016 - ,Mississippi Valley State University,Women's Tennis,0.5063,0.4937,male,"14000 Highway 82 West, Itta Bena, MS 38941-1400",www.mvsu.edu,33.5114300000001,-90.3391799999999
Murry,Riley,2018-2019,Aug 2016 - ,Mississippi Valley State University,Men's Tennis,0.5063,0.4937,male,"14000 Highway 82 West, Itta Bena, MS 38941-1400",www.mvsu.edu,33.5114300000001,-90.3391799999999
Naraine,Rohan,2018-2019,Sep 2018 - Jun 2020,Mississippi Valley State University,Women's Soccer,0.9978,0.0022,male,"14000 Highway 82 West, Itta Bena, MS 38941-1400",www.mvsu.edu,33.5114300000001,-90.3391799999999
Smith,Lee,2018-2019,Aug 2003 - ,Mississippi Valley State University,Softball,0.7669,0.2331,male,"14000 Highway 82 West, Itta Bena, MS 38941-1400",www.mvsu.edu,33.5114300000001,-90.3391799999999
Stevens,Aaron,2018-2019,Feb 2015 - ,Mississippi Valley State University,Baseball,0.9918,0.0082,male,"14000 Highway 82 West, Itta Bena, MS 38941-1400",www.mvsu.edu,33.5114300000001,-90.3391799999999
Walker-Johnson,Ashley,2018-2019,Jun 2017 - ,Mississippi Valley State University,Women's Basketball,0.016,0.984,female,"14000 Highway 82 West, Itta Bena, MS 38941-1400",www.mvsu.edu,33.5114300000001,-90.3391799999999
Agugua-Hamilton,Amaka,2018-2019,May 2019 - ,Missouri State University,Women's Basketball,0,1,female,,,37.1985500000001,-93.2784599999999
Brewer,Rob,2018-2019,Aug 1996 - ,Missouri State University,Women's Soccer,1,0,male,,,37.1985500000001,-93.2784599999999
Collins,David,2018-2019,May 2012 - ,Missouri State University,Women's Swimming and Diving,0.9963,0.0037,male,,,37.1985500000001,-93.2784599999999
Collins,David,2018-2019,May 2012 - ,Missouri State University,Men's Swimming and Diving,0.9963,0.0037,male,,,37.1985500000001,-93.2784599999999
Del Conte,Terri,2018-2019,Sep 2017 - Jul 2020,Missouri State University,Women's Beach Volleyball,0.0059,0.9941,female,,,37.1985500000001,-93.2784599999999
Fife,Jordan,2018-2019,Sep 2014 - ,Missouri State University,Women's Cross Country,0.7186,0.2814,male,,,37.1985500000001,-93.2784599999999
Fife,Jordan,2018-2019,Aug 2018 - ,Missouri State University,"Women's Track, Outdoor",0.7186,0.2814,male,,,37.1985500000001,-93.2784599999999
Fife,Jordan,2018-2019,Aug 2018 - ,Missouri State University,"Women's Track, Indoor",0.7186,0.2814,male,,,37.1985500000001,-93.2784599999999
Ford,Dana,2018-2019,Apr 2018 - ,Missouri State University,Men's Basketball,0.2019,0.7981,male,,,37.1985500000001,-93.2784599999999
Guttin,Keith,2018-2019,Aug 1982 - ,Missouri State University,Baseball,0.9948,0.0052,male,,,37.1985500000001,-93.2784599999999
Hesse,Holly,2018-2019,Aug 1989 - ,Missouri State University,Softball,0.0052,0.9948,female,,,37.1985500000001,-93.2784599999999
Kane,Kevin,2018-2019,Aug 2002 - ,Missouri State University,Women's Golf,0.9951,0.0049,male,,,37.1985500000001,-93.2784599999999
Leamy,Jon,2018-2019,Aug 1992 - ,Missouri State University,Men's Soccer,0.9921,0.0079,male,,,37.1985500000001,-93.2784599999999
Stafford,Neal,2018-2019,Aug 2005 - ,Missouri State University,Men's Golf,0.9974,0.0026,male,,,37.1985500000001,-93.2784599999999
Steckel,Dave,2018-2019,Feb 2015 - Feb 2020,Missouri State University,Football,0.9985,0.0015,male,,,37.1985500000001,-93.2784599999999
Stokes,Melissa,2018-2019,Aug 1996 - Sep 2019,Missouri State University,Women's Volleyball,0.0031,0.9969,female,,,37.1985500000001,-93.2784599999999
Weber,Mallory,2018-2019,May 2014 - ,Missouri State University,Women's Tennis,0.0184,0.9816,female,,,37.1985500000001,-93.2784599999999
Britton,William,2018-2019,Aug 2019 - ,Monmouth University,Men's Golf,,,male,"400 Cedar Ave, West Long Branch, NJ 07764-1898",https://www.monmouth.edu,40.2800500000001,-74.00549
Callahan,Kevin,2018-2019,Oct 1992 - ,Monmouth University,Football,0.9951,0.0049,male,"400 Cedar Ave, West Long Branch, NJ 07764-1898",https://www.monmouth.edu,40.2800500000001,-74.00549
Compagni,Joe,2018-2019,Aug 2003 - Oct 2019,Monmouth University,Women's Cross Country,0.9745,0.0255,male,"400 Cedar Ave, West Long Branch, NJ 07764-1898",https://www.monmouth.edu,40.2800500000001,-74.00549
Compagni,Joe,2018-2019,Aug 2003 - Oct 2019,Monmouth University,"Men's Track, Outdoor",0.9745,0.0255,male,"400 Cedar Ave, West Long Branch, NJ 07764-1898",https://www.monmouth.edu,40.2800500000001,-74.00549
Compagni,Joe,2018-2019,Aug 1995 - Oct 2019,Monmouth University,"Women's Track, Indoor",0.9745,0.0255,male,"400 Cedar Ave, West Long Branch, NJ 07764-1898",https://www.monmouth.edu,40.2800500000001,-74.00549
Compagni,Joe,2018-2019,Aug 1995 - Oct 2019,Monmouth University,"Women's Track, Outdoor",0.9745,0.0255,male,"400 Cedar Ave, West Long Branch, NJ 07764-1898",https://www.monmouth.edu,40.2800500000001,-74.00549
Compagni,Joe,2018-2019,Aug 2003 - Oct 2019,Monmouth University,Men's Cross Country,0.9745,0.0255,male,"400 Cedar Ave, West Long Branch, NJ 07764-1898",https://www.monmouth.edu,40.2800500000001,-74.00549
Compagni,Joe,2018-2019,Aug 2003 - Oct 2019,Monmouth University,"Men's Track, Indoor",0.9745,0.0255,male,"400 Cedar Ave, West Long Branch, NJ 07764-1898",https://www.monmouth.edu,40.2800500000001,-74.00549
Craig,Jody,2018-2019,May 2018 - ,Monmouth University,Women's Basketball,0.3436,0.6564,female,"400 Cedar Ave, West Long Branch, NJ 07764-1898",https://www.monmouth.edu,40.2800500000001,-74.00549
Ehehalt,Dean,2018-2019,Aug 1993 - ,Monmouth University,Baseball,0.9875,0.0125,male,"400 Cedar Ave, West Long Branch, NJ 07764-1898",https://www.monmouth.edu,40.2800500000001,-74.00549
Figlio,Carli,2018-2019,Feb 2007 - ,Monmouth University,Field Hockey,0.0006,0.9994,female,"400 Cedar Ave, West Long Branch, NJ 07764-1898",https://www.monmouth.edu,40.2800500000001,-74.00549
Fisher,Brian,2018-2019,Aug 2012 - ,Monmouth University,Men's Lacrosse,0.9958,0.0042,male,"400 Cedar Ave, West Long Branch, NJ 07764-1898",https://www.monmouth.edu,40.2800500000001,-74.00549
Grygiel,Karen,2018-2019,Aug 2011 - ,Monmouth University,Women's Bowling,0.0026,0.9974,female,"400 Cedar Ave, West Long Branch, NJ 07764-1898",https://www.monmouth.edu,40.2800500000001,-74.00549
Leicht,Chris,2018-2019,Oct 2018 - ,Monmouth University,Men's Tennis,0.8507,0.1493,male,"400 Cedar Ave, West Long Branch, NJ 07764-1898",https://www.monmouth.edu,40.2800500000001,-74.00549
McCourt,Rob,2018-2019,Aug 2004 - ,Monmouth University,Men's Soccer,1,0,male,"400 Cedar Ave, West Long Branch, NJ 07764-1898",https://www.monmouth.edu,40.2800500000001,-74.00549
Melia,Michelle,2018-2019,Oct 2018 - Oct 2019,Monmouth University,Women's Golf,0.0038,0.9962,female,"400 Cedar Ave, West Long Branch, NJ 07764-1898",https://www.monmouth.edu,40.2800500000001,-74.00549
Murray,Patrice,2018-2019,Aug 1994 - ,Monmouth University,Women's Tennis,0.0203,0.9797,female,"400 Cedar Ave, West Long Branch, NJ 07764-1898",https://www.monmouth.edu,40.2800500000001,-74.00549
Nunnally,Matt,2018-2019,May 2015 - ,Monmouth University,Men's Swimming and Diving,0.9997,0.0003,male,"400 Cedar Ave, West Long Branch, NJ 07764-1898",https://www.monmouth.edu,40.2800500000001,-74.00549
Nunnally,Matt,2018-2019,May 2015 - ,Monmouth University,Women's Swimming and Diving,0.9997,0.0003,male,"400 Cedar Ave, West Long Branch, NJ 07764-1898",https://www.monmouth.edu,40.2800500000001,-74.00549
Rice,King,2018-2019,May 2011 - ,Monmouth University,Men's Basketball,0.9994,0.0006,male,"400 Cedar Ave, West Long Branch, NJ 07764-1898",https://www.monmouth.edu,40.2800500000001,-74.00549
Salsburg,Shannon,2018-2019,Oct 2015 - ,Monmouth University,Softball,0.1408,0.8592,female,"400 Cedar Ave, West Long Branch, NJ 07764-1898",https://www.monmouth.edu,40.2800500000001,-74.00549
Trautman,Jordan,2018-2019,Aug 2017 - ,Monmouth University,Women's Lacrosse,0.7186,0.2814,male,"400 Cedar Ave, West Long Branch, NJ 07764-1898",https://www.monmouth.edu,40.2800500000001,-74.00549
Turner,Krissy,2018-2019,Aug 1998 - ,Monmouth University,Women's Soccer,0,1,female,"400 Cedar Ave, West Long Branch, NJ 07764-1898",https://www.monmouth.edu,40.2800500000001,-74.00549
